A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,Class
0.408861494,0.698919074,0.077122403,0.292329393,0.072455942,0.363662163,0.596048742,0.69977381,0.739263883,0.89437856,0.474880683,0.320537336,0.759857357,0.362769686,0.596962978,0.515123738,0.182184542,C
0.810557243,0.660604432,0.146935353,0.724127896,0.119038934,0.261535518,0.475894222,0.555593463,0.242478191,0.761801111,0.29483895,0.700233865,0.716869325,0.271799148,0.247391822,0.234691264,0.154452494,D
0.078177473,0.344483574,0.178161648,0.345716341,0.381218071,0.421846003,0.32771839,0.968377984,0.781018093,0.069938697,0.616825773,0.703056482,0.463578775,0.04749826,0.747560764,0.664519796,0.764041035,D
0.89227153,0.938996184,0.913449442,0.0470371,0.222543749,0.049319108,0.886437205,0.617440837,0.278174415,0.496463431,0.268760204,0.783059809,0.321502605,0.840846687,0.434361846,0.345306773,0.895157213,B
0.80022749,0.634103722,0.14705936,0.692401262,0.060350655,0.221506446,0.50742717,0.268811606,0.391148728,0.585127701,0.474631893,0.832563834,0.221748536,0.079789818,0.912400416,0.609452647,0.002462639,D
0.211734081,0.907435638,0.827659804,0.057521232,0.928244601,0.823146796,0.109596905,0.371075075,0.984804559,0.060106621,0.815324767,0.862081223,0.124491385,0.243019393,0.418406677,0.163140955,0.94967812,C
0.493955589,0.928072173,0.484796163,0.693802421,0.668144011,0.457989054,0.215156312,0.397137448,0.137773529,0.285920775,0.104545722,0.018617105,0.471402798,0.352552262,0.994006893,0.989220361,0.084962084,D
0.831586044,0.996081561,0.340502204,0.34739184,0.569989004,0.724139112,0.289070767,0.287431518,0.726609451,0.901004012,0.749311664,0.787218808,0.387085827,0.825899448,0.742804622,0.094607017,0.581492843,A
0.565191672,0.145767881,0.052992698,0.312353342,0.014799151,0.754261236,0.379223351,0.285107975,0.460895707,0.66946504,0.666021495,0.332861896,0.934601769,0.639659529,0.279893498,0.980046305,0.420034914,D
0.41195123,0.501732707,0.178234261,0.01242959,0.723663707,0.891507216,0.155843048,0.502870642,0.204828986,0.537385782,0.666359966,0.591568747,0.801651971,0.36199053,0.205868509,0.200659071,0.13375518,D
0.131423064,0.528552157,0.566518176,0.368919462,0.483763908,0.990753907,0.67741475,0.059530033,0.085503203,0.659615341,0.623243547,0.334397242,0.300450958,0.133873437,0.536095834,0.391753276,0.043902016,E
0.664326834,0.995150928,0.071390986,0.933622172,0.8065792,0.089556074,0.759352877,0.035730118,0.956335867,0.652002801,0.63586086,0.906307588,0.094418779,0.147938149,0.848011505,0.081522751,0.917488394,B
0.192575222,0.151009568,0.84810588,0.430134825,0.330132544,0.058708069,0.465899592,0.995408819,0.036779407,0.714725397,0.878259244,0.371630129,0.133789517,0.258352689,0.767861911,0.525860266,0.091193372,D
0.880687578,0.062428889,0.045948608,0.874546462,0.477493987,0.229075651,0.828635087,0.306901387,0.793712497,0.504085606,0.670075245,0.057781697,0.114266498,0.940562856,0.204608501,0.260638535,0.663861351,D
0.980841846,0.010016452,0.864367852,0.191833123,0.078673895,0.976779099,0.082686587,0.854647173,0.298581431,0.036953244,0.594466341,0.412444059,0.523511086,0.215027657,0.211439038,0.506121165,0.862186045,D
0.28057111,0.92834113,0.715461828,0.486122657,0.446269674,0.284372018,0.001719216,0.518114512,0.390660459,0.319880647,0.864215135,0.486659069,0.715609805,0.905948625,0.332647572,0.434028991,0.041167487,C
0.173619044,0.022162276,0.87006608,0.376130418,0.272243073,0.994147647,0.898142812,0.978528523,0.967145673,0.293486086,0.071743451,0.045484804,0.46089006,0.771476363,0.831563768,0.795399107,0.961330494,B
0.663635506,0.041953656,0.222505179,0.256742,0.901327987,0.299676813,0.337521018,0.425206947,0.810676084,0.455589812,0.734672874,0.013566614,0.900459849,0.484277645,0.133389381,0.453958768,0.866244112,C
0.479684046,0.613470488,0.973532408,0.281809868,0.523783477,0.593932116,0.183210216,0.458693264,0.281771459,0.751205329,0.415505649,0.984571605,0.874286063,0.984180889,0.652933481,0.557368771,0.869732442,A
0.480739638,0.627603972,0.190359078,0.759302275,0.263394757,0.794504316,0.319084002,0.144803821,0.730577671,0.310552924,0.258107923,0.414673264,0.964100159,0.980101777,0.724752327,0.015755585,0.489102193,C
0.225421467,0.846057651,0.130247934,0.749081219,0.390134067,0.272618531,0.963959003,0.562642458,0.160987325,0.013061663,0.529177644,0.210192248,0.711290552,0.470094056,0.05152613,0.510370676,0.246797651,D
0.31667384,0.137881646,0.14062355,0.91468238,0.475446033,0.623913,0.330217604,0.687605949,0.907971888,0.058810961,0.832510514,0.433012526,0.530750124,0.278439488,0.479031404,0.230640356,0.750095962,C
0.375898337,0.938850285,0.685962353,0.866643328,0.747450926,0.521877124,0.277325673,0.184403917,0.017139059,0.001717463,0.92306767,0.006298843,0.069912733,0.409024715,0.441763606,0.284452377,0.893035209,D
0.06737908,0.398981459,0.221306438,0.341439534,0.012617402,0.018522122,0.256001991,0.202005775,0.930163962,0.442077048,0.86504506,0.348452067,0.471671171,0.382646906,0.582212037,0.248889289,0.008835141,E
0.291456037,0.288781525,0.645644329,0.947574558,0.52172055,0.718051982,0.275726194,0.299982859,0.098826615,0.408553245,0.920170545,0.24151905,0.107965112,0.073220186,0.190095965,0.292556909,0.682864747,D
0.671131275,0.416427912,0.822271987,0.508338951,0.395756885,0.921877273,0.584641124,0.842784055,0.581445208,0.872775748,0.861358572,0.480173938,0.332266637,0.833985473,0.167755514,0.085035224,0.829202381,A
0.663451462,0.862438135,0.687475394,0.233496354,0.448154484,0.279415095,0.285704833,0.957310607,0.704528237,0.572547355,0.913976144,0.18842128,0.470213945,0.449833172,0.226066539,0.224672472,0.158387291,C
0.716249764,0.474564119,0.981811688,0.418703555,0.537689368,0.263434788,0.326715585,0.521597357,0.366081836,0.697926859,0.931514263,0.272128341,0.161905437,0.577600686,0.124558359,0.745376395,0.884381547,B
0.92694006,0.187001306,0.698266893,0.467711654,0.2054234,0.016311929,0.532838616,0.277369857,0.320892359,0.12729568,0.396661147,0.751489639,0.084164338,0.579633322,0.571245869,0.270613149,0.147845822,E
0.461939998,0.575751508,0.995283783,0.215081408,0.905547597,0.98097276,0.175013885,0.884709695,0.620488953,0.43969669,0.811132339,0.817519048,0.287073299,0.858254552,0.619311215,0.809101344,0.07975631,A
0.391135545,0.580412557,0.906845569,0.845947763,0.962579343,0.721246975,0.769849029,0.851491909,0.981024478,0.316570517,0.2308649,0.811630784,0.047289822,0.423122731,0.98688902,0.743677985,0.176835076,A
0.476344739,0.924486703,0.007706875,0.772238207,0.381254322,0.097250266,0.094006742,0.848020267,0.62635578,0.756629887,0.988533226,0.485930952,0.280673087,0.601434903,0.856232908,0.723000769,0.305259324,B
0.920032627,0.564539484,0.107637231,0.616556006,0.748712203,0.543578798,0.621146041,0.647388975,0.015591642,0.163197407,0.649849043,0.153897086,0.490993921,0.28775864,0.414349328,0.237785036,0.724103841,D
0.465115653,0.678804593,0.197660709,0.953912976,0.493952649,0.521128776,0.525737192,0.095102619,0.740170069,0.166439257,0.796474843,0.146061477,0.805925022,0.850320266,0.400135656,0.628326124,0.6856381,B
0.46107753,0.272386025,0.012978503,0.433994124,0.418967199,0.428616202,0.110971521,0.387083599,0.595768972,0.597721633,0.735395632,0.791575714,0.697820697,0.166894906,0.303122514,0.347614108,0.643024795,D
0.694779577,0.562911214,0.145400705,0.972072702,0.790614028,0.914369622,0.356289612,0.439469873,0.951104457,0.119770944,0.218855012,0.300710812,0.768097473,0.078365956,0.13076358,0.296556427,0.374171384,C
0.399078964,0.846392417,0.135169666,0.513212749,0.804674869,0.609420897,0.086917283,0.860063267,0.054295719,0.989740888,0.514657298,0.924895832,0.919292343,0.35585963,0.700539985,0.188513111,0.480802625,B
0.682403923,0.605542812,0.723312003,0.260408643,0.647347862,0.570825316,0.876244692,0.806512454,0.327466342,0.871472531,0.459155121,0.032960131,0.573529177,0.215563418,0.328833794,0.865552786,0.886718691,B
0.443369006,0.547988596,0.817961101,0.641223703,0.948951912,0.605092534,0.65987343,0.428316218,0.914591365,0.131434787,0.712795525,0.78351884,0.699803475,0.129612458,0.293480887,0.089041722,0.759372424,B
0.574616482,0.541290312,0.947653904,0.665346931,0.989424214,0.55967492,0.244151606,0.810530386,0.689563701,0.718112344,0.570566202,0.516635458,0.637929809,0.206551887,0.269017119,0.664050073,0.344070575,B
0.209800363,0.008185757,0.308975341,0.866009383,0.92556961,0.746829412,0.141473828,0.695674729,0.055760188,0.409967574,0.574518627,0.860615502,0.474070887,0.469891757,0.106881044,0.687378405,0.567579416,C
0.020803592,0.009163602,0.520102592,0.734753231,0.403485374,0.664883572,0.473420057,0.085019554,0.400752515,0.055268162,0.274591712,0.231030167,0.453508366,0.342527349,0.749522618,0.505016994,0.296840663,E
0.379348563,0.43114506,0.222515487,0.277694819,0.834799283,0.709186053,0.051420529,0.808340275,0.448542754,0.405342825,0.367932088,0.327676921,0.62551381,0.886367268,0.795815535,0.761635843,0.333159391,C
0.744595357,0.985714336,0.865190269,0.348396306,0.67007782,0.698992411,0.658436919,0.720110867,0.107515457,0.807899536,0.951569912,0.053746647,0.117906562,0.251539061,0.272253872,0.060025624,0.721418213,B
0.214510486,0.14575298,0.922401305,0.663940287,0.61227953,0.941500021,0.556763815,0.707621026,0.696964275,0.49057941,0.102165116,0.096448586,0.431471165,0.789155346,0.047802434,0.296727674,0.892764723,C
0.033709317,0.897066997,0.16064993,0.847990312,0.227680903,0.168143134,0.95563948,0.141882992,0.781040351,0.819618796,0.613972034,0.899573192,0.2369996,0.015650706,0.684368872,0.266037342,0.840190765,C
0.053797269,0.116303469,0.79194844,0.644143309,0.395626807,0.29106376,0.37914416,0.398804658,0.158687007,0.837945662,0.169072132,0.555248378,0.387739315,0.364366227,0.729963549,0.673799495,0.481499713,D
0.039519341,0.047318259,0.281810638,0.598989151,0.891518657,0.801208607,0.193156693,0.241366514,0.61239317,0.522666668,0.012598709,0.865376835,0.217532693,0.68620584,0.094064569,0.213001492,0.525202397,E
0.619358169,0.222495292,0.825607852,0.603497236,0.668416208,0.721042832,0.675089799,0.844333763,0.359067753,0.124687458,0.117331865,0.572115833,0.975957129,0.526028939,0.013807932,0.647785108,0.735527762,B
0.041203042,0.293436848,0.389051155,0.611175002,0.276110721,0.92772473,0.093927686,0.350939879,0.642373357,0.757396918,0.713496474,0.443841856,0.859006834,0.856865422,0.041580179,0.992810288,0.793745212,B
0.0513627,0.101336897,0.382445588,0.649989046,0.708065592,0.338117447,0.787244358,0.126204971,0.537831564,0.596718928,0.510421064,0.689685792,0.916319678,0.972351681,0.066127443,0.524140617,0.197791404,C
0.516108553,0.146415293,0.820089018,0.221787185,0.730108188,0.432426424,0.24646835,0.601910697,0.47292599,0.118206016,0.09240542,0.250253183,0.921073591,0.406576892,0.422463538,0.316311928,0.840977738,D
0.355004646,0.291556891,0.144882061,0.228094089,0.996370666,0.222049366,0.792781538,0.987264955,0.497945509,0.832981077,0.213816301,0.824869258,0.188028242,0.597390641,0.005913276,0.354542778,0.289989244,D
0.031872989,0.072930089,0.904506984,0.352898103,0.342853433,0.841090286,0.40232703,0.654198357,0.876749556,0.710756559,0.737135673,0.692586289,0.08760874,0.11972138,0.230673445,0.480094913,0.697156614,C
0.551336723,0.57667148,0.662351362,0.9948549,0.710712246,0.837874734,0.257020522,0.817647495,0.128263175,0.004888922,0.036318018,0.028536703,0.534184133,0.867402873,0.087661378,0.166553605,0.450634983,D
0.015102656,0.057543274,0.339261684,0.612983783,0.030295637,0.590312823,0.865404666,0.457298317,0.085972535,0.722552072,0.791511464,0.654118286,0.948146515,0.201940016,0.687296587,0.111529966,0.349418255,D
0.585894565,0.639839536,0.389494792,0.160700776,0.644739526,0.368052699,0.761706222,0.642402746,0.842073146,0.363614606,0.637113396,0.105522054,0.209543181,0.624845809,0.712021543,0.441246986,0.145522001,C
0.707571506,0.869512907,0.995149179,0.921039821,0.444125652,0.665309582,0.455537704,0.689456746,0.455631867,0.119067181,0.644942979,0.190292675,0.451629127,0.93515865,0.859772845,0.427461742,0.721656046,A
0.714323756,0.379201988,0.132330282,0.747560487,0.596971595,0.382589577,0.33674559,0.270070411,0.99777975,0.763022219,0.012604611,0.757352385,0.995582708,0.05741567,0.128588474,0.616141171,0.435694669,C
0.041399428,0.427154906,0.706218651,0.518203607,0.381201811,0.183805958,0.557779121,0.580305035,0.902232666,0.408056782,0.486424226,0.693425507,0.614050164,0.248554351,0.965172998,0.341069581,0.157107345,C
0.318218799,0.691316657,0.396496014,0.890183429,0.271684862,0.299998284,0.760102842,0.900149052,0.760938321,0.892311482,0.901998634,0.433831373,0.642190582,0.751328153,0.323353355,0.897311272,0.685693013,A
0.336989886,0.010158992,0.960050522,0.175144876,0.191173379,0.849424343,0.504822978,0.783029193,0.828065629,0.812223219,0.662199745,0.177413146,0.140041876,0.458525862,0.009485968,0.350416146,0.766037052,C
0.549555916,0.552732422,0.745996468,0.531641185,0.40058516,0.986090688,0.170595671,0.064815743,0.782833756,0.74434319,0.510192796,0.50490164,0.397451328,0.133842763,0.621497941,0.091288238,0.614517511,C
0.764529752,0.728641939,0.675028787,0.712906943,0.855772727,0.028969161,0.725269876,0.967338655,0.909986792,0.453170691,0.804120238,0.576163819,0.396875734,0.419023233,0.36123194,0.80959391,0.744819074,A
0.293740838,0.60861401,0.026046106,0.329441839,0.319780362,0.026783164,0.693573925,0.243373887,0.458305883,0.027195026,0.932066079,0.586863675,0.626610922,0.344738408,0.451791912,0.577790836,0.281682269,E
0.977740373,0.982004742,0.623650481,0.389327806,0.295548494,0.995621612,0.130923631,0.328719034,0.006922095,0.486761008,0.26326211,0.569365243,0.050850984,0.105736212,0.651011771,0.540786795,0.97547152,C
0.228460209,0.607165573,0.547117906,0.069696282,0.382498994,0.829740623,0.336765249,0.677608225,0.307396945,0.361672851,0.09825828,0.989755881,0.472681508,0.154062175,0.776699589,0.956479577,0.731808834,C
0.260528311,0.812018293,0.63527398,0.610391473,0.673910597,0.634724998,0.549436173,0.027440641,0.543906183,0.890075369,0.877257484,0.15304949,0.747963464,0.487760974,0.807149078,0.953314755,0.507026691,A
0.890066656,0.43537801,0.02032468,0.733396491,0.774614268,0.398969037,0.674003862,0.425811213,0.152435273,0.848164427,0.112520859,0.595419674,0.555265109,0.25155321,0.393592212,0.512718508,0.129846923,D
0.409722583,0.252215193,0.8061553,0.815496215,0.788139415,0.836214609,0.27372535,0.844665056,0.730043934,0.554342585,0.074838392,0.388049678,0.057653475,0.516516891,0.96976419,0.23626739,0.817467505,B
0.194030581,0.313486461,8.45843E-05,0.473168017,0.277817035,0.799321302,0.944933869,0.40823774,0.836342612,0.046865163,0.100351503,0.195384862,0.76839154,0.798538865,0.330945014,0.797679763,0.03877105,D
0.401693298,0.877373259,0.187254697,0.121281969,0.810453188,0.586500529,0.611947684,0.465542958,0.558148286,0.529546492,0.58816889,0.549429232,0.153298945,0.79524138,0.137350016,0.776082641,0.838448969,C
0.49807748,0.695847527,0.649091517,0.036399864,0.39950859,0.731705079,0.151521673,0.928444002,0.510487905,0.504329102,0.376106174,0.519488495,0.309817605,0.470916209,0.624416057,0.870900639,0.071164704,C
0.250816959,0.955981759,0.51779384,0.075088647,0.420428284,0.649351525,0.608330142,0.899359142,0.192944524,0.382779008,0.878439443,0.904833148,0.983233861,0.101185407,0.658232584,0.524955915,0.202979816,B
0.641893422,0.422449248,0.869331481,0.990676901,0.395677226,0.057584111,0.465705898,0.68163293,0.061441326,0.380103371,0.289389774,0.235607268,0.528668514,0.908401419,0.32058736,0.438573988,0.440582455,C
0.544762136,0.370243625,0.776205624,0.359699833,0.313236399,0.922953982,0.483209738,0.366297005,0.76719207,0.968756508,0.97353838,0.91055205,0.339062111,0.13822995,0.132602288,0.874613623,0.574262688,B
0.965020584,0.469692754,0.011426062,0.899212343,0.586721934,0.425654787,0.445645652,0.385792387,0.159414807,0.32974197,0.982578159,0.709960543,0.511727293,0.415064877,0.684850717,0.297863213,0.561057632,C
